id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
536 , "3HSPJ060736.0-742337" , "" , "06 07 36.4" , "-74 23 36.99" , "29.9" , "0.11" , "-12.6" , 0.1 , "" , "" , "2WHSPJ060736.4-742336"
537 , "3HSPJ060915.1-024754" , "5BZBJ0609-0247" , "06 09 15.05" , "-02 47 53.98" , "62" , "0.16" , "-11.4" , 1.58 , "4FGL J0609.2-0247" , "1.9" , ""
538 , "3HSPJ061104.1+682956" , "" , "06 11 04.12" , "+68 29 56.0" , "8.8" , "0.1" , "-12.3" , 0.2 , "" , "" , "2WHSPJ061104.0+682956"
539 , "3HSPJ061106.6+432357" , "" , "06 11 06.59" , "+43 23 57.01" , "44.1" , "0.1" , "-12.5?" , 0.13 , "4FGL J0611.1+4325" , "2.17" , ""
540 , "3HSPJ061518.3-782830" , "" , "06 15 18.29" , "-78 28 29.99" , "15.5" , "0.32" , "-12" , 0.4 , "" , "" , "2WHSPJ061518.1-782829"
541 , "3HSPJ061610.3-173305" , "" , "06 16 10.28" , "-17 33 05.0" , "6" , "0.81" , "-12?" , 0.4 , "FL8Y J0616.1-1732" , "" , "2WHSPJ061610.1-173305"
542 , "3HSPJ061702.8+434033" , "" , "06 17 02.75" , "+43 40 32.98" , "42.6" , "" , ">-12.1" , 0.32 , "4FGL J0616.9+4340" , "1.6" , ""
543 , "3HSPJ061740.9-171557" , "" , "06 17 40.92" , "-17 15 56.98" , "18.6" , "0.17" , "-11.7" , 0.79 , "4FGL J0617.7-1715" , "1.94" , ""
544 , "3HSPJ061742.9-171908" , "" , "06 17 42.85" , "-17 19 08.0" , "77" , "0.15" , "-12.5" , 0.13 , "3FGL J0617.6-1717" , "1.94" , ""
545 , "3HSPJ061841.8-173101" , "" , "06 18 41.81" , "-17 31 00.98" , "7.2" , "0.31" , "-12.3" , 0.2 , "" , "" , ""
546 , "3HSPJ061949.6+573549" , "" , "06 19 49.56" , "+57 35 48.98" , "2.9" , "0.58" , "-11.9" , 0.5 , "" , "" , "2WHSPJ061949.4+573548"
547 , "3HSPJ062040.0+264331" , "" , "06 20 40.04" , "+26 43 31.0" , "82.6" , "0.87" , "-11.5" , 1.26 , "4FGL J0620.7+2643" , "1.65" , "2WHSPJ062040.0+264331"
548 , "3HSPJ062046.1-503350" , "" , "06 20 46.13" , "-50 33 50.0" , "41.6" , "0.05" , "-12.5" , 0.13 , "4FGL J0620.7-5034" , "1.76" , ""
549 , "3HSPJ062149.7-341149" , "5BZBJ0621-3411" , "06 21 49.68" , "-34 11 48.98" , "12" , "2.3" , "-11.4" , 1.58 , "4FGL J0621.7-3411" , "2.5" , "2WHSPJ062149.6-341148"
550 , "3HSPJ062337.9-525756" , "5BZBJ0623-5257" , "06 23 37.86" , "-52 57 56.01" , "46.4" , "0.13" , "-12.4" , 0.16 , "4FGL J0623.9-5259" , "2.18" , "2WHSPJ062337.7-525756"
551 , "3HSPJ062445.1-323055" , "5BZBJ0624-3230" , "06 24 45.05" , "-32 30 55.0" , "55.4" , "" , "-12.4" , 0.16 , "" , "" , "2WHSPJ062444.9-323055"
552 , "3HSPJ062550.4+485806" , "" , "06 25 50.39" , "+48 58 05.98" , "6.7" , "0.1" , "-12.2" , 0.25 , "" , "" , "2WHSPJ062550.3+485805"
553 , "3HSPJ062626.3-171046" , "" , "06 26 26.28" , "-17 10 45.98" , "12.1" , "0.58" , "-11.8" , 0.63 , "4FGL J0626.4-1712" , "2.05" , "2WHSPJ062626.2-171045"
554 , "3HSPJ062636.7-425806" , "" , "06 26 36.71" , "-42 58 05.98" , "14.1" , "0.09" , "-12.2" , 0.25 , "4FGL J0626.4-4259" , "1.74" , "2WHSPJ062636.7-425805"
555 , "3HSPJ062753.4-151957" , "" , "06 27 53.36" , "-15 19 56.99" , "43.4" , "1.25" , "-11.7" , 0.79 , "3FGL J0627.9-1517" , "2.72" , "2WHSPJ062753.2-151956"
556 , "3HSPJ063015.1-201236" , "" , "06 30 15.05" , "-20 12 36.0" , "8.5" , "0.67" , "-11.8" , 0.63 , "1BIGB_J063014.9-201236" , "1.84" , "2WHSPJ063014.9-201236"
557 , "3HSPJ063059.5-240646" , "5BZBJ0630-2406" , "06 30 59.51" , "-24 06 46.0" , "105.8" , "1.85" , "-11.2" , 2.51 , "4FGL J0630.9-2406" , "1.81" , "2WHSPJ063059.5-240646"
558 , "3HSPJ063257.1+591541" , "" , "06 32 57.9" , "+59 15 41.0" , "40" , "0.1" , "-12.3" , 0.2 , "" , "" , "2WHSPJ063257.9+591541"
559 , "3HSPJ063331.0-162951" , "" , "06 33 31.01" , "-16 29 50.99" , "76.6" , "0.25" , "-11.4" , 1.58 , "" , "" , ""
560 , "3HSPJ063359.1+584035" , "" , "06 33 59.7" , "+58 40 35.0" , "6.9" , "" , ">-12.4" , 0.16 , "4FGL J0633.9+5840" , "1.9" , ""
561 , "3HSPJ063841.4-261744" , "" , "06 38 41.44" , "-26 17 44.01" , "3.7" , "0.37" , "-12.2" , 0.25 , "" , "" , "2WHSPJ063841.4-261744"
562 , "3HSPJ064007.2-125315" , "" , "06 40 07.18" , "-12 53 14.99" , "225.2" , "1.7" , "-10.9" , 5.01 , "4FGL J0640.0-1253" , "1.51" , "2WHSPJ064007.0-125314"
563 , "3HSPJ064050.3+243319" , "" , "06 40 50.33" , "+24 33 19.0" , "19.4" , "0.11" , "-12.1" , 0.32 , "4FGL J0640.8+2432" , "1.76" , ""
564 , "3HSPJ064326.7+421418" , "5BZGJ0643+4214" , "06 43 26.71" , "+42 14 17.98" , "99.7" , "2.35" , "-11.6" , 1 , "" , "" , ""
565 , "3HSPJ064435.1+603851" , "" , "06 44 35.7" , "+60 38 51.0" , "34" , "" , "-12.3" , 0.2 , "4FGL J0644.6+6039" , "2.28" , ""
566 , "3HSPJ064443.7-285116" , "" , "06 44 43.74" , "-28 51 15.98" , "53.5" , "1.97" , "-11.9" , 0.5 , "4FGL J0644.6-2853" , "2.11" , "2WHSPJ064443.6-285115"
567 , "3HSPJ064710.0-513547" , "" , "06 47 10.03" , "-51 35 47.0" , "70.8" , "2.84" , "-11.2" , 2.51 , "4FGL J0647.0-5138" , "2.19" , "2WHSPJ064710.0-513547"
568 , "3HSPJ064814.0+160656" , "" , "06 48 13.97" , "+16 06 56.01" , "25" , "0.2" , "-11.8" , 0.63 , "4FGL J0648.1+1605" , "1.77" , ""
569 , "3HSPJ064827.5+711313" , "" , "06 48 27.46" , "+71 13 13.0" , "3.9" , "0.06" , "-12.3" , 0.2 , "" , "" , "2WHSPJ064827.4+711313"
570 , "3HSPJ064847.6+151624" , "5BZBJ0648+1516" , "06 48 47.64" , "+15 16 23.98" , "64.8" , "2.79" , "-11.1" , 3.16 , "4FGL J0648.7+1516" , "1.83" , "2WHSPJ064847.5+151623"
571 , "3HSPJ064850.5-694522" , "" , "06 48 50.49" , "-69 45 21.99" , "40.6" , "0.68" , "-11.8" , 0.63 , "" , "" , "2WHSPJ064850.3-694521"
572 , "3HSPJ064933.6-313920" , "" , "06 49 33.59" , "-31 39 20.01" , "7.5" , "5.37" , "-11.4" , 1.58 , "4FGL J0649.5-3139" , "1.73" , "2WHSPJ064933.5-313920"
573 , "3HSPJ065010.3-514421" , "" , "06 50 10.32" , "-51 44 21.01" , "38" , "" , ">-12" , 0.4 , "4FGL J0650.2-5144" , "1.76" , ""
574 , "3HSPJ065035.3+205555" , "" , "06 50 35.33" , "+20 55 54.98" , "6.9" , "0.09" , "-11.7" , 0.79 , "4FGL J0650.6+2055" , "1.56" , ""
575 , "3HSPJ065046.5+250259" , "5BZBJ0650+2502" , "06 50 46.48" , "+25 02 58.99" , "96.8" , "2.38" , "-10.7" , 7.94 , "4FGL J0650.7+2503" , "1.72" , "2WHSPJ065046.3+250258"
576 , "3HSPJ065105.0+401338" , "" , "06 51 05.4" , "+40 13 37.99" , "32.2" , "0.2" , "-11.8" , 0.63 , "4FGL J0651.0+4013" , "2.12" , "2WHSPJ065105.3+401337"
577 , "3HSPJ065200.6-480859" , "" , "06 52 00.56" , "-48 08 58.99" , "71.7" , "0.21" , "-12" , 0.4 , "4FGL J0652.1-4813" , "2.04" , "2WHSPJ065200.4-480858"
578 , "3HSPJ065610.7+423702" , "5BZGJ0656+4237" , "06 56 10.66" , "+42 37 01.99" , "933.7" , "0.28" , "-11.8" , 0.63 , "4FGL J0656.3+4235" , "2.08" , ""
579 , "3HSPJ065635.6+421524" , "" , "06 56 35.57" , "+42 15 24.01" , "12.1" , "0.15" , "-12.1?" , 0.32 , "4FGL J0656.5+4218" , "2.02" , ""
580 , "3HSPJ065751.3-284307" , "" , "06 57 51.34" , "-28 43 06.99" , "65.1" , "" , "-12" , 0.4 , "" , "" , "2WHSPJ065751.3-284306"
581 , "3HSPJ065845.0+063711" , "" , "06 58 45.01" , "+06 37 10.99" , "25.4" , "" , "-12.1" , 0.32 , "4FGL J0658.6+0636" , "2.48" , ""
582 , "3HSPJ065932.9-674350" , "" , "06 59 32.92" , "-67 43 50.01" , "25.2" , "0.17" , "-12" , 0.4 , "4FGL J0659.6-6742" , "1.53" , "2WHSPJ065932.8-674350"
583 , "3HSPJ070014.3+130424" , "" , "07 00 14.31" , "+13 04 23.98" , "78" , "0.11" , "-11.9" , 0.5 , "4FGL J0700.2+1304" , "1.8" , ""
584 , "3HSPJ070132.2+250953" , "" , "07 01 32.15" , "+25 09 52.99" , "10" , "0.67" , "-11.6?" , 1 , "4FGL J0701.5+2511" , "1.86" , ""
585 , "3HSPJ070315.9+680831" , "" , "07 03 15.89" , "+68 08 30.98" , "30.4" , "" , "-12.4" , 0.16 , "4FGL J0703.2+6809" , "1.84" , ""
586 , "3HSPJ070610.8+024449" , "" , "07 06 10.81" , "+02 44 48.98" , "18.4" , "0.14" , "-11.7" , 0.79 , "4FGL J0706.1+0246" , "1.61" , ""
587 , "3HSPJ070631.7+374436" , "5BZBJ0706+3744" , "07 06 31.68" , "+37 44 35.98" , "27.4" , "0.09" , "-11.6" , 1 , "4FGL J0706.5+3744" , "1.89" , "2WHSPJ070631.6+374435"
588 , "3HSPJ070858.3+224135" , "5BZBJ0708+2241" , "07 08 58.27" , "+22 41 35.01" , "40.7" , "0.16" , "-11.3" , 2 , "4FGL J0709.1+2241" , "2.08" , ""
589 , "3HSPJ070912.5-152703" , "" , "07 09 12.51" , "-15 27 02.98" , "1035.4" , "0.99" , "-10.9" , 5.01 , "4FGL J0709.2-1527" , "1.75" , ""
590 , "3HSPJ070947.1-300905" , "" , "07 09 47.9" , "-30 09 05.0" , "6.3" , "0.59" , "-12" , 0.4 , "4FGL J0709.7-3009" , "2" , ""
591 , "3HSPJ071030.1+590820" , "5BZBJ0710+5908" , "07 10 30.05" , "+59 08 20.0" , "159.3" , "1.76" , "-10.7" , 7.94 , "4FGL J0710.4+5908" , "1.66" , "2WHSPJ071029.9+590820"
592 , "3HSPJ071218.9+571948" , "5BZBJ0712+5719" , "07 12 18.89" , "+57 19 47.99" , "8" , "0.31" , "-12.1" , 0.32 , "4FGL J0712.4+5724" , "2.39" , "2WHSPJ071218.7+571947"
593 , "3HSPJ071223.6+331333" , "" , "07 12 23.57" , "+33 13 32.98" , "16.1" , "0.11" , "-12.4" , 0.16 , "4FGL J0712.5+3311" , "2.01" , ""
594 , "3HSPJ071525.3-513738" , "" , "07 15 25.29" , "-51 37 37.99" , "68.8" , "" , "-11.9" , 0.5 , "" , "" , "2WHSPJ071525.2-513737"
595 , "3HSPJ071625.7+750700" , "" , "07 16 25.66" , "+75 07 00.01" , "15.9" , "0.05" , "-12.6" , 0.1 , "" , "" , "2WHSPJ071625.6+750700"
596 , "3HSPJ071745.1-552022" , "" , "07 17 45.05" , "-55 20 21.98" , "47.4" , "0.15" , "-12.1" , 0.32 , "4FGL J0717.7-5519" , "2.16" , "2WHSPJ071745.0-552021"
597 , "3HSPJ071908.1-705403" , "" , "07 19 08.6" , "-70 54 02.98" , "20.9" , "0.1" , "-12.6" , 0.1 , "4FGL J0719.1-7055" , "1.97" , "2WHSPJ071908.5-705402"
598 , "3HSPJ071959.9+632228" , "" , "07 19 59.86" , "+63 22 27.98" , "49.9" , "0.02" , "-12.7" , 0.08 , "" , "" , "2WHSPJ071959.8+632227"
599 , "3HSPJ072113.1-022055" , "" , "07 21 13.9" , "-02 20 54.99" , "5.4" , "0.54" , "-11.7" , 0.79 , "4FGL J0721.3-0222" , "2" , ""
600 , "3HSPJ072259.7-073134" , "5BZBJ0722-0731" , "07 22 59.68" , "-07 31 33.99" , "85.3" , "0.71" , "-11.5" , 1.26 , "4FGL J0723.0-0732" , "1.8" , ""
601 , "3HSPJ072314.0+584120" , "5BZBJ0723+5841" , "07 23 14.03" , "+58 41 20.0" , "16.8" , "0.25" , "-12.2" , 0.25 , "4FGL J0723.4+5841" , "2.16" , "2WHSPJ072313.9+584120"
602 , "3HSPJ072348.3+205130" , "" , "07 23 48.34" , "+20 51 29.98" , "43.4" , "" , "-11.9" , 0.5 , "4FGL J0723.7+2050" , "2.4" , "2WHSPJ072348.2+205129"
603 , "3HSPJ072406.2+535114" , "" , "07 24 06.23" , "+53 51 14.0" , "17.9" , "" , "-11.8" , 0.63 , "" , "" , "2WHSPJ072406.0+535110"
604 , "3HSPJ072529.5-050336" , "" , "07 25 29.52" , "-05 03 35.99" , "93.5" , "0.32" , "-11.7" , 0.79 , "4FGL J0725.5-0504" , "1.94" , ""
605 , "3HSPJ072547.9-054832" , "" , "07 25 47.88" , "-05 48 32.0" , "6.1" , "" , "-11.9" , 0.5 , "4FGL J0725.7-0549" , "1.85" , ""
606 , "3HSPJ072659.5+373423" , "5BZBJ0726+3734" , "07 26 59.52" , "+37 34 23.01" , "10.9" , "0.03" , "-12.3" , 0.2 , "4FGL J0727.1+3734" , "1.84" , "2WHSPJ072659.5+373423"
607 , "3HSPJ073026.1+330722" , "5BZBJ0730+3307" , "07 30 26.05" , "+33 07 22.0" , "9.3" , "0.26" , "-11.6" , 1 , "4FGL J0730.4+3308" , "2.12" , "2WHSPJ073025.9+330722"
608 , "3HSPJ073049.5-660218" , "" , "07 30 49.51" , "-66 02 17.98" , "81.3" , "0.69" , "-11.5" , 1.26 , "4FGL J0730.7-6602" , "1.79" , "2WHSPJ073049.4-660217"
609 , "3HSPJ073124.3-584122" , "" , "07 31 24.27" , "-58 41 21.98" , "16.5" , "0.07" , "-12.3" , 0.2 , "" , "" , "2WHSPJ073124.1-584121"
610 , "3HSPJ073152.7+280433" , "5BZBJ0731+2804" , "07 31 52.72" , "+28 04 32.98" , "72.2" , "0.63" , "-11.7" , 0.79 , "4FGL J0731.9+2805" , "2.07" , "2WHSPJ073152.6+280432"
611 , "3HSPJ073326.8+515355" , "" , "07 33 26.79" , "+51 53 54.99" , "25" , "1.34" , "-11.2" , 2.51 , "4FGL J0733.4+5152" , "1.74" , "2WHSPJ073326.7+515354"
612 , "3HSPJ073329.6+351542" , "5BZBJ0733+3515" , "07 33 29.57" , "+35 15 42.01" , "102.4" , "0.28" , "-12" , 0.4 , "1BIGB_J073329.5+351542" , "2.59" , "2WHSPJ073329.5+351542"
613 , "3HSPJ073518.5+034735" , "" , "07 35 18.51" , "+03 47 35.01" , "4.3" , "" , "-12" , 0.4 , "" , "" , "2WHSPJ073518.4+034735"
614 , "3HSPJ073522.0+514641" , "" , "07 35 22.02" , "+51 46 41.01" , "2.8" , "0.11" , "-12.4" , 0.16 , "" , "" , "2WHSPJ073522.0+514641"
615 , "3HSPJ073701.9+284646" , "5BZBJ0737+2846" , "07 37 01.85" , "+28 46 45.98" , "17.8" , "0.1" , "-12.3" , 0.2 , "" , "" , "2WHSPJ073701.7+284645"
616 , "3HSPJ073706.0-824840" , "" , "07 37 06.03" , "-82 48 39.99" , "16.4" , "" , "-11.8" , 0.63 , "4FGL J0737.3-8247" , "1.92" , ""
617 , "3HSPJ073927.4-672136" , "" , "07 39 27.38" , "-67 21 35.99" , "" , "0.18" , "-11.9" , 0.5 , "4FGL J0739.8-6722" , "2.09" , ""
618 , "3HSPJ074221.1-813136" , "" , "07 42 21.13" , "-81 31 36.01" , "17.6" , "" , ">-12.3" , 0.2 , "3FGL J0742.4-8133c" , "1.46" , ""
619 , "3HSPJ074322.1-563254" , "" , "07 43 22.08" , "-56 32 53.98" , "11.7" , "0.08" , "-12.4" , 0.16 , "" , "" , "2WHSPJ074322.0-563253"
620 , "3HSPJ074405.4+743358" , "5BZBJ0744+7433" , "07 44 05.36" , "+74 33 57.99" , "23.4" , "1.22" , "-11.4" , 1.58 , "4FGL J0744.1+7434" , "1.97" , "2WHSPJ074405.2+743357"
621 , "3HSPJ074419.1-621100" , "" , "07 44 19.8" , "-62 10 59.98" , "48.7" , "0.2" , "-12.1" , 0.32 , "" , "" , "2WHSPJ074419.7-621059"
622 , "3HSPJ074439.9-011430" , "" , "07 44 39.94" , "-01 14 30.01" , "3.8" , "0.14" , "-12.3" , 0.2 , "" , "" , "2WHSPJ074439.9-011430"
623 , "3HSPJ074627.0-022549" , "" , "07 46 27.01" , "-02 25 49.0" , "13.5" , "" , "-11.8" , 0.63 , "4FGL J0746.3-0225" , "2" , ""
624 , "3HSPJ074642.0-475455" , "" , "07 46 42.3" , "-47 54 55.0" , "106.7" , "0.37" , "-11.3" , 2 , "4FGL J0746.6-4754" , "2.25" , "2WHSPJ074642.3-475455"
625 , "3HSPJ074709.5+062306" , "" , "07 47 09.49" , "+06 23 05.99" , "34.6" , "" , "-12" , 0.4 , "" , "" , "2WHSPJ074709.4+062305"
626 , "3HSPJ074710.0-073724" , "" , "07 47 10.02" , "-07 37 23.98" , "9.6" , "" , "-12.8" , 0.06 , "4FGL J0747.2-0736" , "2.11" , ""
627 , "3HSPJ074716.2+851208" , "" , "07 47 16.24" , "+85 12 07.99" , "11.4" , "0.32" , "-11.8" , 0.63 , "4FGL J0748.3+8511" , "1.79" , "2WHSPJ074716.2+851207"
628 , "3HSPJ074722.2+090548" , "5BZUJ0747+0905" , "07 47 22.17" , "+09 05 48.01" , "40.4" , "0.79" , "-11.7" , 0.79 , "4FGL J0747.5+0905" , "2.07" , "2WHSPJ074722.0+090548"
629 , "3HSPJ074724.7-492633" , "" , "07 47 24.73" , "-49 26 33.0" , "33.1" , "0.22" , "-11.6" , 1 , "4FGL J0747.5-4927" , "2.27" , "2WHSPJ074724.7-492633"
630 , "3HSPJ074734.5+612650" , "" , "07 47 34.54" , "+61 26 49.99" , "3.3" , "0.03" , "-12.2?" , 0.25 , "" , "" , "2WHSPJ074735.7+612603"
631 , "3HSPJ074914.0+231316" , "5BZGJ0749+2313" , "07 49 14.01" , "+23 13 15.99" , "54.8" , "0.06" , "-12.3" , 0.2 , "4FGL J0749.2+2314" , "1.85" , ""
632 , "3HSPJ074929.6+745144" , "5BZBJ0749+7451" , "07 49 29.56" , "+74 51 43.99" , "44.9" , "0.68" , "-11.9" , 0.5 , "4FGL J0749.7+7450" , "2.09" , "2WHSPJ074929.5+745143"
633 , "3HSPJ075109.6+291335" , "5BZGJ0751+2913" , "07 51 09.58" , "+29 13 35.0" , "11.8" , "0.04" , "-12.8" , 0.06 , "" , "" , "2WHSPJ075109.4+291335"
634 , "3HSPJ075125.1+173050" , "5BZGJ0751+1730" , "07 51 25.13" , "+17 30 50.0" , "10.5" , "0.34" , "-12" , 0.4 , "" , "" , "2WHSPJ075125.1+173051"
635 , "3HSPJ075212.6+040901" , "" , "07 52 12.59" , "+04 09 01.0" , "8.1" , "0.24" , "-11.7" , 0.79 , "" , "" , "2WHSPJ075212.4+040901"
636 , "3HSPJ075329.5+535111" , "" , "07 53 29.52" , "+53 51 11.01" , "42.4" , "0.1" , "-12.1" , 0.32 , "" , "2.11" , "2WHSPJ075329.5+535111"
637 , "3HSPJ075523.2+372619" , "5BZBJ0755+3726" , "07 55 23.19" , "+37 26 18.99" , "1.6" , "0.12" , "-12.4" , 0.16 , "" , "" , "2WHSPJ075523.1+372618"
638 , "3HSPJ075722.8+182929" , "" , "07 57 22.78" , "+18 29 29.0" , "3.2" , "0.12" , "-12.6" , 0.1 , "" , "" , "2WHSPJ075722.6+182929"
639 , "3HSPJ075936.1+132117" , "" , "07 59 36.13" , "+13 21 16.99" , "5.2" , "0.97" , "-11.7" , 0.79 , "4FGL J0759.6+1321" , "1.78" , "2WHSPJ075936.1+132116"
640 , "3HSPJ080004.1+621015" , "5BZBJ0800+6210" , "08 00 04.08" , "+62 10 14.98" , "5.2" , "0.06" , "-12.4" , 0.16 , "" , "" , "2WHSPJ080004.0+621014"
641 , "3HSPJ080015.5+561107" , "" , "08 00 15.53" , "+56 11 07.0" , "9.6" , "0.05" , "-12.2" , 0.25 , "4FGL J0800.3+5611" , "1.96" , "2WHSPJ080015.4+561107"
642 , "3HSPJ080056.5+073235" , "" , "08 00 56.54" , "+07 32 35.01" , "8.1" , "" , "-12.3" , 0.2 , "4FGL J0800.9+0733" , "1.89" , ""
643 , "3HSPJ080102.1+644449" , "5BZBJ0801+6444" , "08 01 02.14" , "+64 44 48.98" , "12.9" , "0.07" , "-12.1" , 0.32 , "4FGL J0801.1+6444" , "2.08" , "2WHSPJ080102.1+644448"
644 , "3HSPJ080136.0+463824" , "" , "08 01 35.99" , "+46 38 24.0" , "3.1" , "0.09" , "-12.5" , 0.13 , "1BIGB_J080135.8+463824" , "2.3" , "2WHSPJ080135.8+463824"
645 , "3HSPJ080204.1+100637" , "5BZBJ0802+1006" , "08 02 04.8" , "+10 06 37.0" , "6.7" , "" , "-11.7?" , 0.79 , "4FGL J0802.0+1006" , "2.15" , ""
646 , "3HSPJ080215.9-094210" , "" , "08 02 15.89" , "-09 42 10.0" , "4.1" , "" , "-11.8" , 0.63 , "4FGL J0802.3-0942" , "2.28" , ""
647 , "3HSPJ080312.0-033600" , "" , "08 03 12.1" , "-03 36 00.0" , "232.2" , "0.1" , "-12.2" , 0.25 , "4FGL J0803.2-0337" , "2" , "2WHSPJ080312.1-033600"
648 , "3HSPJ080323.0+481617" , "5BZBJ0803+4816" , "08 03 23.02" , "+48 16 17.0" , "12.7" , "0.08" , "-12.5" , 0.13 , "" , "" , "2WHSPJ080322.9+481617"
649 , "3HSPJ080457.7-062426" , "" , "08 04 57.73" , "-06 24 25.99" , "21" , "0.73" , "-11.8" , 0.63 , "4FGL J0804.9-0624" , "1.9" , "2WHSPJ080457.7-062425"
650 , "3HSPJ080508.9+685601" , "" , "08 05 08.94" , "+68 56 00.99" , "22.7" , "0.04" , "-12.3" , 0.2 , "" , "" , "2WHSPJ080508.8+685600"
651 , "3HSPJ080526.6+753424" , "5BZBJ0805+7534" , "08 05 26.63" , "+75 34 23.98" , "52.7" , "2.69" , "-11.1" , 3.16 , "4FGL J0805.4+7534" , "1.92" , "2WHSPJ080526.5+753423"
652 , "3HSPJ080610.6+020327" , "" , "08 06 10.61" , "+02 03 27.0" , "38.4" , "" , "-12.1" , 0.32 , "" , "" , "2WHSPJ080610.6+020327"
653 , "3HSPJ080625.9+593107" , "5BZBJ0806+5931" , "08 06 25.92" , "+59 31 06.99" , "61.1" , "0.32" , "-11.9" , 0.5 , "4FGL J0806.5+5930" , "1.88" , "2WHSPJ080625.9+593106"
654 , "3HSPJ080938.1+345537" , "5BZGJ0809+3455" , "08 09 38.9" , "+34 55 36.98" , "223.5" , "0.65" , "-11.8" , 0.63 , "4FGL J0809.6+3455" , "1.67" , "2WHSPJ080938.8+345536"
655 , "3HSPJ080949.2+521858" , "5BZBJ0809+5218" , "08 09 49.19" , "+52 18 57.99" , "182.9" , "2.36" , "-10.9" , 5.01 , "4FGL J0809.8+5218" , "1.88" , "2WHSPJ080949.0+521857"
656 , "3HSPJ081003.3-752723" , "" , "08 10 03.28" , "-75 27 23.0" , "" , "0.07" , "-11.7" , 0.79 , "" , "1.95" , ""
657 , "3HSPJ081012.0-703047" , "" , "08 10 12.04" , "-70 30 47.01" , "8" , "0.1" , "-12.5" , 0.13 , "FL8Y J0809.9-7026" , "" , "2WHSPJ081011.9-703047"
658 , "3HSPJ081201.9+023733" , "" , "08 12 01.86" , "+02 37 32.98" , "123.4" , "2.22" , "-11.5" , 1.26 , "4FGL J0812.0+0237" , "1.72" , "2WHSPJ081201.7+023732"
659 , "3HSPJ081231.3+282056" , "" , "08 12 31.25" , "+28 20 56.0" , "3.8" , "0.09" , "-12.3" , 0.2 , "4FGL J0812.6+2821" , "2.04" , "2WHSPJ081231.1+282056"
660 , "3HSPJ081240.8+650911" , "5BZBJ0812+6509" , "08 12 40.84" , "+65 09 11.01" , "31" , "0.3" , "-11.9" , 0.5 , "4FGL J0812.8+6507" , "2.2" , "2WHSPJ081240.8+650911"
661 , "3HSPJ081258.4+153152" , "" , "08 12 58.38" , "+15 31 51.99" , "2.9" , "0.34" , "-11.8?" , 0.63 , "" , "" , "2WHSPJ081258.3+153151"
662 , "3HSPJ081305.6+714314" , "" , "08 13 05.62" , "+71 43 14.01" , "3.3" , "0.09" , "-12.5" , 0.13 , "" , "" , "2WHSPJ081305.5+714314"
663 , "3HSPJ081338.1-035716" , "" , "08 13 38.06" , "-03 57 15.98" , "8.8" , "" , "-11.8" , 0.63 , "4FGL J0813.7-0356" , "1.67" , ""
664 , "3HSPJ081343.6-754758" , "" , "08 13 43.56" , "-75 47 57.98" , "21.5" , "0.14" , "-12.1" , 0.32 , "" , "" , "2WHSPJ081343.4-754757"
665 , "3HSPJ081421.3+294021" , "5BZBJ0814+2940" , "08 14 21.25" , "+29 40 20.99" , "28.8" , "" , "-11.9" , 0.5 , "4FGL J0814.4+2941" , "1.94" , ""
666 , "3HSPJ081435.4+183028" , "" , "08 14 35.35" , "+18 30 28.0" , "0.9" , "0.09" , "-12.9" , 0.05 , "" , "" , "2WHSPJ081435.2+183028"
667 , "3HSPJ081539.8+655004" , "" , "08 15 39.82" , "+65 50 03.98" , "39.7" , "" , "-12.3?" , 0.2 , "4FGL J0815.5+6554" , "1.75" , ""
668 , "3HSPJ081603.0-121553" , "" , "08 16 02.98" , "-12 15 52.99" , "4.3" , "0.08" , "-12.3" , 0.2 , "" , "" , "2WHSPJ081602.8-121552"
669 , "3HSPJ081627.2-131152" , "5BZBJ0816-1311" , "08 16 27.19" , "-13 11 52.0" , "72.1" , "2.18" , "-11" , 3.98 , "4FGL J0816.4-1311" , "1.78" , "2WHSPJ081627.1-131152"
670 , "3HSPJ081751.0+324340" , "5BZBJ0817+3243" , "08 17 50.99" , "+32 43 40.0" , "7.5" , "0.05" , "-12.3" , 0.2 , "4FGL J0817.8+3243" , "2.18" , ""
671 , "3HSPJ081915.3+064221" , "" , "08 19 15.34" , "+06 42 20.98" , "1.8" , "0.08" , "-12.8?" , 0.06 , "" , "" , "2WHSPJ081915.3+064220"
672 , "3HSPJ081917.6-075626" , "5BZBJ0819-0756" , "08 19 17.58" , "-07 56 26.01" , "7.3" , "0.39" , "-11.5" , 1.26 , "4FGL J0819.4-0756" , "1.58" , "2WHSPJ081917.5-075626"
673 , "3HSPJ081941.8+053023" , "" , "08 19 41.83" , "+05 30 23.0" , "9.7" , "0.2" , "-12.3" , 0.2 , "FL8Y J0819.5+0532" , "" , ""
674 , "3HSPJ082021.1-280159" , "" , "08 20 21.9" , "-28 01 59.01" , "20.4" , "0.22" , "-11.7" , 0.79 , "4FGL J0820.1-2801" , "1.41" , ""
675 , "3HSPJ082030.8-031413" , "" , "08 20 30.83" , "-03 14 12.98" , "4.9" , "0.34" , "-12.1" , 0.32 , "" , "" , "2WHSPJ082030.7-031412"
